[0.042s] Invoking command in '/home/kanat/ur5_new_ws/build/ur_description': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/kanat/turtlebot3_ws/install/turtlebot3_control:/home/kanat/ros2_udemy_beginner/install/my_ros_services_py:/home/kanat/ros2_udemy_beginner/install/my_pkg_py:/opt/ros/jazzy DEBUGINFOD_URLS=https://debuginfod.ubuntu.com PS1=(myenv) \[\e]0;\u@\h: \w\a\]${debian_chroot:+($debian_chroot)}\[\033[01;32m\]\u@\h\[\033[00m\]:\[\033[01;34m\]\w\[\033[00m\]\$ VIRTUAL_ENV_PROMPT=(myenv) /usr/bin/cmake /home/kanat/ur5_new_ws/src/Universal_Robots_ROS2_Description -DAMENT_CMAKE_SYMLINK_INSTALL=1 -DCMAKE_INSTALL_PREFIX=/home/kanat/ur5_new_ws/install/ur_description
[0.068s] -- Found ament_cmake: 2.5.4 (/opt/ros/jazzy/share/ament_cmake/cmake)
[0.519s] -- Override CMake install command with custom implementation using symlinks instead of copying resources
[0.535s] -- Found ament_cmake_pytest: 2.5.4 (/opt/ros/jazzy/share/ament_cmake_pytest/cmake)
[0.580s] [33mCMake Warning at /opt/ros/jazzy/share/ament_cmake_pytest/cmake/ament_add_pytest_test.cmake:82 (message):
[0.581s]   The Python module 'pytest' was not found, pytests cannot be run.  On Linux,
[0.581s]   install the 'python3-pytest' package.  On other platforms, install 'pytest'
[0.581s]   using pip.
[0.581s] Call Stack (most recent call first):
[0.581s]   CMakeLists.txt:16 (ament_add_pytest_test)
[0.582s] 
[0.582s] [0m
[0.630s] [33mCMake Warning at /opt/ros/jazzy/share/ament_cmake_pytest/cmake/ament_add_pytest_test.cmake:82 (message):
[0.630s]   The Python module 'pytest' was not found, pytests cannot be run.  On Linux,
[0.630s]   install the 'python3-pytest' package.  On other platforms, install 'pytest'
[0.631s]   using pip.
[0.631s] Call Stack (most recent call first):
[0.631s]   CMakeLists.txt:17 (ament_add_pytest_test)
[0.631s] 
[0.631s] [0m
[0.845s] -- Configuring done (0.8s)
[0.850s] -- Generating done (0.0s)
[0.852s] -- Build files have been written to: /home/kanat/ur5_new_ws/build/ur_description
[0.880s] Invoked command in '/home/kanat/ur5_new_ws/build/ur_description' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/kanat/turtlebot3_ws/install/turtlebot3_control:/home/kanat/ros2_udemy_beginner/install/my_ros_services_py:/home/kanat/ros2_udemy_beginner/install/my_pkg_py:/opt/ros/jazzy DEBUGINFOD_URLS=https://debuginfod.ubuntu.com PS1=(myenv) \[\e]0;\u@\h: \w\a\]${debian_chroot:+($debian_chroot)}\[\033[01;32m\]\u@\h\[\033[00m\]:\[\033[01;34m\]\w\[\033[00m\]\$ VIRTUAL_ENV_PROMPT=(myenv) /usr/bin/cmake /home/kanat/ur5_new_ws/src/Universal_Robots_ROS2_Description -DAMENT_CMAKE_SYMLINK_INSTALL=1 -DCMAKE_INSTALL_PREFIX=/home/kanat/ur5_new_ws/install/ur_description
[0.882s] Invoking command in '/home/kanat/ur5_new_ws/build/ur_description': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/kanat/turtlebot3_ws/install/turtlebot3_control:/home/kanat/ros2_udemy_beginner/install/my_ros_services_py:/home/kanat/ros2_udemy_beginner/install/my_pkg_py:/opt/ros/jazzy DEBUGINFOD_URLS=https://debuginfod.ubuntu.com PS1=(myenv) \[\e]0;\u@\h: \w\a\]${debian_chroot:+($debian_chroot)}\[\033[01;32m\]\u@\h\[\033[00m\]:\[\033[01;34m\]\w\[\033[00m\]\$ VIRTUAL_ENV_PROMPT=(myenv) /usr/bin/cmake --build /home/kanat/ur5_new_ws/build/ur_description -- -j20 -l20
[0.972s] Invoked command in '/home/kanat/ur5_new_ws/build/ur_description' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/kanat/turtlebot3_ws/install/turtlebot3_control:/home/kanat/ros2_udemy_beginner/install/my_ros_services_py:/home/kanat/ros2_udemy_beginner/install/my_pkg_py:/opt/ros/jazzy DEBUGINFOD_URLS=https://debuginfod.ubuntu.com PS1=(myenv) \[\e]0;\u@\h: \w\a\]${debian_chroot:+($debian_chroot)}\[\033[01;32m\]\u@\h\[\033[00m\]:\[\033[01;34m\]\w\[\033[00m\]\$ VIRTUAL_ENV_PROMPT=(myenv) /usr/bin/cmake --build /home/kanat/ur5_new_ws/build/ur_description -- -j20 -l20
[0.975s] Invoking command in '/home/kanat/ur5_new_ws/build/ur_description': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/kanat/turtlebot3_ws/install/turtlebot3_control:/home/kanat/ros2_udemy_beginner/install/my_ros_services_py:/home/kanat/ros2_udemy_beginner/install/my_pkg_py:/opt/ros/jazzy DEBUGINFOD_URLS=https://debuginfod.ubuntu.com PS1=(myenv) \[\e]0;\u@\h: \w\a\]${debian_chroot:+($debian_chroot)}\[\033[01;32m\]\u@\h\[\033[00m\]:\[\033[01;34m\]\w\[\033[00m\]\$ VIRTUAL_ENV_PROMPT=(myenv) /usr/bin/cmake --install /home/kanat/ur5_new_ws/build/ur_description
[0.992s] -- Install configuration: ""
[0.992s] -- Execute custom install script
[1.850s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/config/ur5/physical_parameters.yaml
[1.868s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/config/ur5/visual_parameters.yaml
[1.885s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/config/ur5e/default_kinematics.yaml
[1.903s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/config/ur5e/joint_limits.yaml
[1.921s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/config/ur5e/physical_parameters.yaml
[1.938s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/config/ur5e/visual_parameters.yaml
[1.960s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/config/ur7e/default_kinematics.yaml
[1.981s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/config/ur7e/joint_limits.yaml
[2.001s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/config/ur7e/physical_parameters.yaml
[2.022s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/config/ur7e/visual_parameters.yaml
[2.041s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/config/ur8long/default_kinematics.yaml
[2.062s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/config/ur8long/joint_limits.yaml
[2.081s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/config/ur8long/physical_parameters.yaml
[2.099s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/config/ur8long/visual_parameters.yaml
[2.118s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/launch/view_ur.launch.py
[2.137s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur10/collision/base.stl
[2.157s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur10/collision/forearm.stl
[2.173s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur10/collision/shoulder.stl
[2.190s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur10/collision/upperarm.stl
[2.210s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur10/collision/wrist1.stl
[2.228s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur10/collision/wrist2.stl
[2.248s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur10/collision/wrist3.stl
[2.271s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur10/visual/base.dae
[2.291s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur10/visual/forearm.dae
[2.310s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur10/visual/shoulder.dae
[2.329s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur10/visual/upperarm.dae
[2.348s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur10/visual/wrist1.dae
[2.365s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur10/visual/wrist2.dae
[2.383s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur10/visual/wrist3.dae
[2.400s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur10e/collision/base.stl
[2.419s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur10e/collision/forearm.stl
[2.435s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur10e/collision/shoulder.stl
[2.457s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur10e/collision/upperarm.stl
[2.477s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur10e/collision/wrist1.stl
[2.495s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur10e/collision/wrist2.stl
[2.514s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur10e/collision/wrist3.stl
[2.532s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur10e/visual/base.dae
[2.552s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur10e/visual/forearm.dae
[2.573s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur10e/visual/shoulder.dae
[2.591s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur10e/visual/upperarm.dae
[2.609s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur10e/visual/wrist1.dae
[2.627s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur10e/visual/wrist2.dae
[2.649s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur10e/visual/wrist3.dae
[2.670s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur15/LICENSE.txt
[2.690s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur15/collision/base.stl
[2.709s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur15/collision/forearm.stl
[2.730s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur15/collision/shoulder.stl
[2.747s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur15/collision/upperarm.stl
[2.765s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur15/collision/wrist1.stl
[2.781s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur15/collision/wrist2.stl
[2.798s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur15/collision/wrist3.stl
[2.819s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur15/visual/UR15_DIFF_8bit_2K.jpg
[2.836s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur15/visual/base.dae
[2.854s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur15/visual/forearm.dae
[2.875s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur15/visual/shoulder.dae
[2.895s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur15/visual/upperarm.dae
[2.914s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur15/visual/wrist1.dae
[2.932s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur15/visual/wrist2.dae
[2.949s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur15/visual/wrist3.dae
[2.967s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur16e/collision/forearm.stl
[2.983s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur16e/collision/upperarm.stl
[3.001s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur16e/visual/forearm.dae
[3.019s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur16e/visual/upperarm.dae
[3.036s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur18/LICENSE.txt
[3.053s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur18/collision/forearm.stl
[3.074s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur18/collision/upperarm.stl
[3.091s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur18/visual/UR18_DIFF_8bit_2K.jpg
[3.113s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur18/visual/forearm.dae
[3.133s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur18/visual/upperarm.dae
[3.153s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur20/LICENSE.txt
[3.171s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur20/collision/base.stl
[3.188s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur20/collision/forearm.stl
[3.205s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur20/collision/shoulder.stl
[3.222s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur20/collision/upperarm.stl
[3.239s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur20/collision/wrist1.stl
[3.257s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur20/collision/wrist2.stl
[3.274s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur20/collision/wrist3.stl
[3.291s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur20/visual/UR20_DIFF_8bit_2K.png
[3.311s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur20/visual/base.dae
[3.328s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur20/visual/forearm.dae
[3.345s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur20/visual/shoulder.dae
[3.362s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur20/visual/upperarm.dae
[3.379s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur20/visual/wrist1.dae
[3.393s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur20/visual/wrist2.dae
[3.410s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur20/visual/wrist3.dae
[3.427s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur3/collision/base.stl
[3.445s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur3/collision/forearm.stl
[3.462s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur3/collision/shoulder.stl
[3.481s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur3/collision/upperarm.stl
[3.500s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur3/collision/wrist1.stl
[3.521s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur3/collision/wrist2.stl
[3.538s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur3/collision/wrist3.stl
[3.556s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur3/visual/base.dae
[3.571s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur3/visual/forearm.dae
[3.588s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur3/visual/shoulder.dae
[3.602s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur3/visual/upperarm.dae
[3.620s] -- Symlinking: /home/kanat/ur5_new_ws/install/ur_description/share/ur_description/meshes/ur3/visual/wrist1.dae
